Month,country,index,Mkt-RF,SMB,HML,RMW,CMA,RF,,,Mom   
200711,BFX.GI,-6.288413,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,HEX.GI,-4.912313,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,FCHI.GI,-3.0332,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,GDAXI.GI,-1.854295,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,ASE.GI,-5.260662,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,ISEQ.GI,-8.899751,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,ITLMS.GI,-4.648739,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,AEX.GI,-7.350552,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,BVLX.GI,0.700563,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200711,IBEX.GI,-0.821875,-4.04,-4.51,-1.79,0.24,1.56,0.34,,,
200712,ATX.GI,0.920205,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,BFX.GI,-0.841562,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,HEX.GI,-2.6207,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,FCHI.GI,-0.996196,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,GDAXI.GI,2.50047,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,ASE.GI,2.472561,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,ISEQ.GI,-3.783795,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,ITLMS.GI,-1.209584,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,AEX.GI,1.613539,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,BVLX.GI,-0.796963,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200712,IBEX.GI,-3.664998,-2.12,-0.88,1.09,-0.17,0.55,0.27,,,
200801,ATX.GI,-14.868668,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,BFX.GI,-9.818121,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,HEX.GI,-9.314976,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,FCHI.GI,-13.25756,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,GDAXI.GI,-15.067829,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,ASE.GI,-15.757227,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,ISEQ.GI,-3.891785,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,ITLMS.GI,-11.37861,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,AEX.GI,-14.43279,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,BVLX.GI,-14.858993,-10,0.41,0.03,-1.38,1.75,0.21,,,
200801,IBEX.GI,-12.86564,-10,0.41,0.03,-1.38,1.75,0.21,,,
200802,ATX.GI,0.769139,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,BFX.GI,0.937341,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,HEX.GI,1.315551,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,FCHI.GI,-1.624916,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,GDAXI.GI,-1.512314,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,ASE.GI,-5.266355,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,ISEQ.GI,-3.741627,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,ITLMS.GI,-1.577691,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,AEX.GI,1.178257,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,BVLX.GI,-1.223538,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200802,IBEX.GI,-0.442966,1.95,2.63,-0.52,0.51,-1.43,0.13,,,
200803,ATX.GI,-2.727618,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,BFX.GI,-1.000767,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,HEX.GI,-8.433805,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,FCHI.GI,-1.744854,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,GDAXI.GI,-3.158801,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,ASE.GI,-3.558164,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,ISEQ.GI,-3.711076,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,ITLMS.GI,-5.687635,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,AEX.GI,-0.918191,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,BVLX.GI,-3.50473,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200803,IBEX.GI,0.748648,0.27,-0.54,2.18,-0.46,-0.35,0.17,,,
200804,ATX.GI,13.247263,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,BFX.GI,5.535929,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,HEX.GI,-0.291566,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,FCHI.GI,6.149685,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,GDAXI.GI,6.332852,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,ASE.GI,5.72483,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,ISEQ.GI,2.614031,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,ITLMS.GI,6.962224,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,AEX.GI,7.48819,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,BVLX.GI,5.718606,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200804,IBEX.GI,3.988997,4.42,-2.56,0.06,1.73,-0.86,0.18,,,
200805,ATX.GI,3.04634,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,BFX.GI,-4.433145,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,HEX.GI,0.559552,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,FCHI.GI,0.355046,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,GDAXI.GI,2.129426,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,ASE.GI,-0.893416,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,ISEQ.GI,-3.670415,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,ITLMS.GI,-1.914614,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,AEX.GI,2.094373,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,BVLX.GI,-1.465517,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200805,IBEX.GI,-1.430611,0.85,0.36,-1.15,0.58,-0.93,0.18,,,
200806,ATX.GI,-10.275081,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,BFX.GI,-15.545888,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,HEX.GI,-12.334149,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,FCHI.GI,-11.555597,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,GDAXI.GI,-9.560238,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,ASE.GI,-17.641524,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,ISEQ.GI,-14.679317,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,ITLMS.GI,-11.57107,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,AEX.GI,-12.273439,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,BVLX.GI,-14.385784,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200806,IBEX.GI,-11.430861,-8.69,1.97,-0.69,-0.15,1.45,0.17,,,
200807,ATX.GI,-7.187401,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,BFX.GI,-5.486993,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,HEX.GI,-1.125812,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,FCHI.GI,-0.958093,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,GDAXI.GI,0.954144,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,ASE.GI,-1.310285,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,ISEQ.GI,-16.084821,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,ITLMS.GI,-2.759767,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,AEX.GI,-6.099594,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,BVLX.GI,-5.826163,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200807,IBEX.GI,-1.368896,-3.82,-1.86,0.66,-0.44,1.35,0.15,,,
200808,ATX.GI,-1.268396,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,BFX.GI,4.729527,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,HEX.GI,0.262961,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,FCHI.GI,2.054476,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,GDAXI.GI,-0.883702,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,ASE.GI,-3.003264,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,ISEQ.GI,2.820465,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,ITLMS.GI,1.864784,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,AEX.GI,3.222903,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,BVLX.GI,2.50716,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200808,IBEX.GI,-1.464486,-4.57,0.31,-0.07,0.61,1.93,0.13,,,
200809,ATX.GI,-23.401193,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,BFX.GI,-14.789541,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,HEX.GI,-18.416942,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,FCHI.GI,-10.049971,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,GDAXI.GI,-9.206671,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,ASE.GI,-13.248135,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,ISEQ.GI,-21.007938,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,ITLMS.GI,-12.091434,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,AEX.GI,-19.714659,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,BVLX.GI,-8.231582,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200809,IBEX.GI,-6.148301,-15.07,-2.9,0.52,-0.01,5.51,0.15,,,
200810,ATX.GI,-27.815273,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,BFX.GI,-21.406332,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,HEX.GI,-11.253285,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,FCHI.GI,-13.517274,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,GDAXI.GI,-14.458019,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,ASE.GI,-27.872164,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,ISEQ.GI,-14.67824,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,ITLMS.GI,-15.667202,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,AEX.GI,-19.236687,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,BVLX.GI,-20.897109,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200810,IBEX.GI,-17.032992,-22.02,-4.66,-3.38,3.89,4.52,0.08,,,
200811,ATX.GI,-9.850343,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,BFX.GI,-10.414345,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,HEX.GI,-9.034912,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,FCHI.GI,-6.434915,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,GDAXI.GI,-6.385965,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,ASE.GI,-7.124656,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,ISEQ.GI,-16.206519,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,ITLMS.GI,-6.271268,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,AEX.GI,-5.655796,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,BVLX.GI,-0.186467,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200811,IBEX.GI,-2.253181,-7.17,-1.27,-3.32,1.2,3.1,0.03,,,
200812,ATX.GI,-2.791072,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,BFX.GI,1.444623,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,HEX.GI,-3.507193,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,FCHI.GI,-1.370346,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,GDAXI.GI,3.014494,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,ASE.GI,-6.637506,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,ISEQ.GI,-7.690399,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,ITLMS.GI,-2.494207,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,AEX.GI,-2.617304,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,BVLX.GI,-0.672057,6.69,-1.35,1.44,-0.61,3.62,0,,,
200812,IBEX.GI,3.200682,6.69,-1.35,1.44,-0.61,3.62,0,,,
200901,ATX.GI,-0.83389,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,BFX.GI,-0.447963,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,HEX.GI,-5.512518,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,FCHI.GI,-7.583974,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,GDAXI.GI,-9.809363,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,ASE.GI,-0.394064,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,ISEQ.GI,-1.360492,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,ITLMS.GI,-7.438297,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,AEX.GI,1.081565,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,BVLX.GI,2.533288,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200901,IBEX.GI,-8.105874,-10.97,4.7,-3.95,1.26,-2.38,0,,,
200902,ATX.GI,-14.661652,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,BFX.GI,-10.710545,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,HEX.GI,-13.910472,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,FCHI.GI,-9.127347,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,GDAXI.GI,-11.400878,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,ASE.GI,-13.692279,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,ISEQ.GI,-10.256599,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,ITLMS.GI,-13.066795,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,AEX.GI,-11.580853,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,BVLX.GI,-5.811055,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200902,IBEX.GI,-9.816103,-9.96,4.35,-4.13,2.98,-0.75,0.01,,,
200903,ATX.GI,14.507279,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,BFX.GI,3.07442,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,HEX.GI,4.682363,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,FCHI.GI,3.88014,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,GDAXI.GI,6.270455,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,ASE.GI,9.672357,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,ISEQ.GI,5.767191,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,ITLMS.GI,2.960028,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,AEX.GI,-1.287476,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,BVLX.GI,3.957914,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200903,IBEX.GI,2.546943,6.94,-2.26,1.24,0.34,-2.59,0.02,,,
200904,ATX.GI,9.807146,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,BFX.GI,11.700424,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,HEX.GI,21.853892,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,FCHI.GI,12.556726,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,GDAXI.GI,16.762062,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,ASE.GI,21.929267,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,ISEQ.GI,19.512751,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,ITLMS.GI,19.149145,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,AEX.GI,10.959535,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,BVLX.GI,11.447621,13.67,2.18,6.34,-1.76,-3,0.01,,,
200904,IBEX.GI,15.649392,13.67,2.18,6.34,-1.76,-3,0.01,,,
200905,ATX.GI,13.010129,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,BFX.GI,6.041928,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,HEX.GI,3.295112,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,FCHI.GI,3.728025,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,GDAXI.GI,3.593077,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,ASE.GI,13.328367,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,ISEQ.GI,3.831735,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,ITLMS.GI,4.649599,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,AEX.GI,7.762917,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,BVLX.GI,8.527897,12.86,1.11,-1.31,0.97,-3.02,0,,,
200905,IBEX.GI,4.274176,12.86,1.11,-1.31,0.97,-3.02,0,,,
200906,ATX.GI,-0.320131,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,BFX.GI,-1.949917,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,HEX.GI,-3.174631,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,FCHI.GI,-4.186231,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,GDAXI.GI,-2.675264,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,ASE.GI,-5.047541,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,ISEQ.GI,-0.603852,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,ITLMS.GI,-3.487614,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,AEX.GI,-1.826942,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,BVLX.GI,-1.499994,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200906,IBEX.GI,3.85705,-1.87,1.63,-1.23,0.63,0.38,0.01,,,
200907,ATX.GI,7.220832,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,BFX.GI,6.802627,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,HEX.GI,2.564162,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,FCHI.GI,9.101591,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,GDAXI.GI,10.886654,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,ASE.GI,6.894149,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,ISEQ.GI,3.141814,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,ITLMS.GI,6.879657,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,AEX.GI,11.173491,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,BVLX.GI,1.093443,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200907,IBEX.GI,10.904391,10.19,-3.33,3.57,0.16,-0.05,0.01,,,
200908,ATX.GI,11.278603,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,BFX.GI,9.02708,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,HEX.GI,8.330914,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,FCHI.GI,6.633161,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,GDAXI.GI,2.484368,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,ASE.GI,4.404936,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,ISEQ.GI,10.929741,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,ITLMS.GI,8.015057,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,AEX.GI,4.626196,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,BVLX.GI,6.718222,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200908,IBEX.GI,4.698252,5.63,2.68,7.42,-3.95,2.56,0.01,,,
200909,ATX.GI,5.323525,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,BFX.GI,5.102433,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,HEX.GI,2.218078,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,FCHI.GI,3.883083,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,GDAXI.GI,3.852974,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,ASE.GI,7.906634,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,ISEQ.GI,8.112307,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,ITLMS.GI,4.808604,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,AEX.GI,5.089952,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,BVLX.GI,8.332056,5.43,1.91,0.96,0.47,1.23,0.01,,,
200909,IBEX.GI,3.440357,5.43,1.91,0.96,0.47,1.23,0.01,,,
200910,ATX.GI,-5.81622,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,BFX.GI,-3.737498,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,HEX.GI,-6.529624,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,FCHI.GI,-4.945974,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,GDAXI.GI,-4.584893,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,ASE.GI,0.931458,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,ISEQ.GI,-14.358907,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,ITLMS.GI,-5.896106,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,AEX.GI,-2.887426,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,BVLX.GI,-2.191282,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200910,IBEX.GI,-2.903174,-1.83,1.35,-3.19,3.06,-0.22,0,,,
200911,ATX.GI,-0.944486,3,-2.08,-1.47,3.34,1.01,0,,,
200911,BFX.GI,1.194039,3,-2.08,-1.47,3.34,1.01,0,,,
200911,HEX.GI,2.540081,3,-2.08,-1.47,3.34,1.01,0,,,
200911,FCHI.GI,2.008487,3,-2.08,-1.47,3.34,1.01,0,,,
200911,GDAXI.GI,3.896428,3,-2.08,-1.47,3.34,1.01,0,,,
200911,ASE.GI,-15.74486,3,-2.08,-1.47,3.34,1.01,0,,,
200911,ISEQ.GI,-2.061611,3,-2.08,-1.47,3.34,1.01,0,,,
200911,ITLMS.GI,-0.683277,3,-2.08,-1.47,3.34,1.01,0,,,
200911,AEX.GI,1.17079,3,-2.08,-1.47,3.34,1.01,0,,,
200911,BVLX.GI,-0.52835,3,-2.08,-1.47,3.34,1.01,0,,,
200911,IBEX.GI,2.014052,3,-2.08,-1.47,3.34,1.01,0,,,
200912,ATX.GI,1.427799,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,BFX.GI,3.730656,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,HEX.GI,5.765894,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,FCHI.GI,6.961129,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,GDAXI.GI,5.891983,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,ASE.GI,-2.965179,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,ISEQ.GI,5.960272,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,ITLMS.GI,5.714602,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,AEX.GI,9.620791,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,BVLX.GI,2.907533,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
200912,IBEX.GI,2.535918,0.97,-1.87,-1.44,2.36,-0.11,0.01,,,
201001,ATX.GI,-0.081344,-5.29,4.67,-1.79,1.49,0,0,,,
201001,BFX.GI,-0.255612,-5.29,4.67,-1.79,1.49,0,0,,,
201001,HEX.GI,3.840071,-5.29,4.67,-1.79,1.49,0,0,,,
201001,FCHI.GI,-5.001359,-5.29,4.67,-1.79,1.49,0,0,,,
201001,GDAXI.GI,-5.852188,-5.29,4.67,-1.79,1.49,0,0,,,
201001,ASE.GI,-6.73175,-5.29,4.67,-1.79,1.49,0,0,,,
201001,ISEQ.GI,0.044371,-5.29,4.67,-1.79,1.49,0,0,,,
201001,ITLMS.GI,-5.160137,-5.29,4.67,-1.79,1.49,0,0,,,
201001,AEX.GI,-2.215728,-5.29,4.67,-1.79,1.49,0,0,,,
201001,BVLX.GI,-5.707966,-5.29,4.67,-1.79,1.49,0,0,,,
201001,IBEX.GI,-8.31072,-5.29,4.67,-1.79,1.49,0,0,,,
201002,ATX.GI,-2.188865,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,BFX.GI,0.385997,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,HEX.GI,-0.352026,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,FCHI.GI,-0.819904,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,GDAXI.GI,-0.184175,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,ASE.GI,-6.598578,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,ISEQ.GI,-3.448971,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,ITLMS.GI,-3.78516,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,AEX.GI,-3.098506,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,BVLX.GI,-4.615216,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201002,IBEX.GI,-5.609397,-2.08,-0.78,-1.87,0.62,-0.47,0,,,
201003,ATX.GI,7.997294,6.37,-0.72,4.35,0.29,-0.26,0.01,,,
201003,BFX.GI,5.312004,6.37,-0.72,4.35,0.29,-0.26,0.01,,,
201003,HEX.GI,9.240994,6.37,-0.72,4.35,0.29,-0.26,0.01,,,
